,Слово,"Частота встречи,раз",Частота встречи в %
7547,угадать,8,0.0
7548,выказывали,4,0.0
7549,взглянуть,11,0.0
7550,слугу,3,0.0
7551,безотходно,1,0.0
7552,изголовья,3,0.0
7553,постели,26,0.0
7554,бочок,1,0.0
7555,перевернуться,1,0.0
7556,прошептал,18,0.0
7557,переворотить,1,0.0
7558,тяжелое,12,0.0
7559,помочь,24,0.0
7560,слуге,8,0.0
7561,переворачивали,1,0.0
7562,завалилась,2,0.0
7563,напрасное,1,0.0
7564,перетащить,1,0.0
7565,ужаса,29,0.01
7566,безжизненную,1,0.0
7567,промелькнула,2,0.0
7568,умирающей,1,0.0
7569,голове,36,0.01
7570,непослушную,1,0.0
7571,явилась,4,0.0
7572,шедшая,5,0.0
7573,страдальческая,1,0.0
7574,выражавшая,1,0.0
7575,насмешку,4,0.0
7576,собственным,3,0.0
7577,бессилием,1,0.0
7578,щипанье,1,0.0
7579,носу,11,0.0
7580,затуманили,1,0.0
7581,зрение,4,0.0
7582,перевернули,1,0.0
7583,приходившую,1,0.0
7584,смену,2,0.0
7585,забылся,2,0.0
7586,увидали,12,0.0
7587,руководительницей,1,0.0
7588,пониже,6,0.0
7589,сдержанной,2,0.0
7590,оживленности,1,0.0
7591,отхлебывая,1,0.0
7592,китайской,1,0.0
7593,чашки,3,0.0
7594,чайный,4,0.0
7595,прибор,3,0.0
7596,собрались,21,0.0
7597,подкрепить,1,0.0
7598,круглую,1,0.0
7599,зеркалами,2,0.0
7600,столиками,1,0.0
7601,балов,4,0.0
7602,умевший,1,0.0
7603,сидеть,13,0.0
7604,зеркальной,1,0.0
7605,наблюдать,10,0.0
7606,бальных,4,0.0
7607,туалетах,1,0.0
7608,бриллиантах,1,0.0
7609,жемчугах,2,0.0
7610,голых,2,0.0
7611,оглядывали,1,0.0
7612,освещенные,4,0.0
7613,зеркала,11,0.0
7614,повторявшие,1,0.0
7615,отражения,3,0.0
7616,маленьком,7,0.0
7617,беспорядочно,4,0.0
7618,разнообразные,9,0.0
7619,непраздничные,1,0.0
7620,переговариваясь,9,0.0
7621,забывает,8,0.0
7622,делается,29,0.01
7623,имеет,76,0.01
7624,совершиться,23,0.0
7625,спальне,5,0.0
7626,бедная,14,0.0
7627,подкрепили,1,0.0
7628,хватит,2,0.0
7629,восстановляет,1,0.0
7630,бессонной,5,0.0
7631,чашка,3,0.0
7632,превосходного,2,0.0
7633,увидел,15,0.0
7634,остался,36,0.01
7635,княжной,32,0.01
7636,помедлив,1,0.0
7637,взволнованным,15,0.0
7638,позвольте,31,0.01
7639,ненужно,2,0.0
7640,находясь,14,0.0
7641,взволнованном,3,0.0
7642,захлопывала,1,0.0
7643,кротко,13,0.0
7644,убедительно,1,0.0
7645,заступая,1,0.0
7646,дядюшки,24,0.0
7647,мирском,1,0.0
7648,приготовлена,3,0.0
7649,фамильярной,1,0.0
7650,заложив,14,0.0
7651,перепрыгивали,1,0.0
7652,опустившись,6,0.0
7653,толще,3,0.0
7654,внизу,33,0.01
7655,занятого,6,0.0
7656,дам,48,0.01
7657,бумаге,13,0.0
7658,мозаиковый,1,0.0
7659,портфель,6,0.0
7660,бюро,6,0.0
7661,забытая,1,0.0
7662,подпрыгнув,2,0.0
7663,загородила,2,0.0
7664,добрая,12,0.0
7665,хватаясь,7,0.0
7666,умоляю,7,0.0
7667,пожалейте,4,0.0
7668,молчала,7,0.0
7669,усилий,14,0.0
7670,заговорит,2,0.0
7671,лестно,6,0.0
7672,удерживал,6,0.0
7673,сладкую,1,0.0
7674,тягучесть,1,0.0
7675,мягкость,1,0.0
7676,подойдите,1,0.0
7677,родственном,1,0.0
7678,совете,21,0.0
7679,молчите,5,0.0
7680,вскрикнула,22,0.0
7681,услыхали,6,0.0
7682,испугались,1,0.0
7683,позволяет,2,0.0
7684,вмешиваться,3,0.0
7685,пороге,15,0.0
7686,интриганка,2,0.0
7687,дернула,1,0.0
7688,отстать,3,0.0
7689,портфеля,2,0.0
7690,перехватила,2,0.0
7691,укоризненно,9,0.0
7692,пустите,6,0.0
7693,пустила,3,0.0
7694,послушалась,1,0.0
7695,беру,6,0.0
7696,дайте,20,0.0
7697,покоя,9,0.0
7698,вплоть,2,0.0
7699,озлобленное,3,0.0
7700,потерявшее,2,0.0
7701,приличие,3,0.0
7702,перепрыгивающие,1,0.0
7703,последствия,12,0.0
7704,делаете,6,0.0
7705,мерзкая,3,0.0
7706,бросаясь,6,0.0
7707,вырывая,2,0.0
7708,страшная,13,0.0
7709,отворялась,3,0.0
7710,откинулась,1,0.0
7711,стукнув,3,0.0
7712,стену,6,0.0
7713,средняя,1,0.0
7714,всплеснула,3,0.0
7715,выронила,1,0.0
7716,подхватив,2,0.0
7717,спорную,1,0.0
7718,спальню,7,0.0
7719,опомнившись,1,0.0
7720,умирает,9,0.0
7721,оставляете,1,0.0
7722,прикушенною,1,0.0
7723,нижнею,5,0.0
7724,неудержимую,2,0.0
7725,злобу,6,0.0
7726,радуйтесь,4,0.0
7727,зарыдав,2,0.0
7728,шатаясь,5,0.0
7729,дошел,8,0.0
7730,бледен,9,0.0
7731,нижняя,5,0.0
7732,челюсть,7,0.0
7733,прыгала,2,0.0
7734,тряслась,4,0.0
7735,лихорадочной,3,0.0
7736,дрожи,2,0.0
7737,искренность,6,0.0
7738,слабость,15,0.0
7739,грешим,1,0.0
7740,обманываем,1,0.0
7741,ужасна,4,0.0
7742,заплакал,16,0.0
7743,последняя,16,0.0
7744,медленными,1,0.0
7745,увлажая,1,0.0
7746,слезами,42,0.01
7747,темную,4,0.0
7748,подложив,2,0.0
7749,спал,39,0.01
7750,сном,4,0.0
7751,провожу,1,0.0
7752,облегчает,1,0.0
7753,великая,12,0.0
7754,потеря,13,0.0
7755,обладатель,2,0.0
7756,богатства,3,0.0
7757,вскрыто,1,0.0
7758,застенчиво,9,0.0
7759,переговорив,4,0.0
7760,легла,7,0.0
7761,проснувшись,9,0.0
7762,рассказывала,17,0.0
7763,знакомым,11,0.0
7764,подробности,31,0.01
7765,умер,32,0.01
7766,трогателен,3,0.0
7767,назидателен,1,0.0
7768,страшные,15,0.0
7769,трогательные,2,0.0
7770,убит,30,0.01
7771,огорчить,2,0.0
7772,секретом,4,0.0
7773,лысых,38,0.01
7774,горах,30,0.01
7775,имении,5,0.0
7776,андреевича,5,0.0
7777,ожидали,17,0.0
7778,днем,16,0.0
7779,ожидание,4,0.0
7780,нарушило,2,0.0
7781,порядка,10,0.0
7782,аншеф,4,0.0
7783,андреевич,20,0.0
7784,прозванью,1,0.0
7785,уверена,13,0.0
7786,вскружит,1,0.0
7787,налагает,1,0.0
7788,расскажу,4,0.0
7789,дядюшка,54,0.01
7790,дня,147,0.03
7791,забыть,27,0.01
7792,исполните,1,0.0
7793,поучительно,4,0.0
7794,возвышается,1,0.0
7795,достойный,4,0.0
7796,павле,4,0.0
7797,сослан,2,0.0
7798,безвыездно,6,0.0
7799,княжною,4,0.0
7800,компаньонкой,1,0.0
7801,царствование,14,0.0
7802,разрешен,3,0.0
7803,въезд,3,0.0
7804,столицы,14,0.0
7805,полтораста,1,0.0
7806,верст,39,0.01
7807,доедет,1,0.0
7808,гор,14,0.0
7809,источника,3,0.0
7810,людских,6,0.0
7811,пороков,6,0.0
7812,праздность,5,0.0
7813,суеверие,3,0.0
7814,добродетели,37,0.01
7815,деятельность,67,0.01
7816,развить,3,0.0
7817,главные,7,0.0
7818,уроки,9,0.0
7819,алгебры,1,0.0
7820,геометрии,7,0.0
7821,распределял,3,0.0
7822,беспрерывных,1,0.0
7823,писанием,2,0.0
7824,мемуаров,2,0.0
7825,выкладками,1,0.0
7826,математики,4,0.0
7827,точением,1,0.0
7828,табакерок,2,0.0
7829,станке,1,0.0
7830,саду,23,0.0
7831,наблюдением,3,0.0
7832,постройками,2,0.0
7833,прекращались,1,0.0
7834,условие,16,0.0
7835,деятельности,51,0.01
7836,порядок,23,0.0
7837,доведен,1,0.0
7838,точности,5,0.0
7839,выходы,2,0.0
7840,совершались,1,0.0
7841,неизменных,1,0.0
7842,условиях,34,0.01
7843,окружавшими,1,0.0
7844,резок,1,0.0
7845,требователен,1,0.0
7846,быв,3,0.0
7847,жестоким,5,0.0
7848,почтительность,1,0.0
7849,добиться,1,0.0
7850,жестокий,4,0.0
7851,отставке,5,0.0
7852,государственных,10,0.0
7853,делах,36,0.01
7854,начальник,37,0.01
7855,губернии,20,0.0
7856,долгом,11,0.0
7857,являться,2,0.0
7858,архитектор,8,0.0
7859,садовник,1,0.0
7860,дожидался,5,0.0
7861,назначенного,2,0.0
7862,официантской,7,0.0
7863,испытывал,74,0.01
7864,почтительности,9,0.0
7865,громадно,2,0.0
7866,кабинета,38,0.01
7867,показывалась,2,0.0
7868,напудренном,1,0.0
7869,парике,3,0.0
7870,невысокая,1,0.0
7871,фигурка,3,0.0
7872,ручками,1,0.0
7873,висячими,1,0.0
7874,бровями,26,0.0
7875,насупливался,1,0.0
7876,застилавшими,1,0.0
7877,обыкновению,5,0.0
7878,урочный,1,0.0
7879,входила,6,0.0
7880,утреннего,4,0.0
7881,приветствия,8,0.0
7882,крестилась,3,0.0
7883,внутренно,5,0.0
7884,прусский,18,0.0
7885,король,50,0.01
7886,мамзель,7,0.0
7887,бурьен,8,0.0
7888,молитву,12,0.0
7889,молилась,11,0.0
7890,ежедневное,1,0.0
7891,сошло,2,0.0
7892,благополучно,8,0.0
7893,сидевший,3,0.0
7894,пудреный,1,0.0
7895,пожалуйте,26,0.0
7896,равномерные,2,0.0
7897,станка,2,0.0
7898,робко,42,0.01
7899,потянула,2,0.0
7900,плавно,3,0.0
7901,отворяющуюся,1,0.0
7902,станком,2,0.0
7903,оглянувшись,10,0.0
7904,наполнен,1,0.0
7905,вещами,6,0.0
7906,употребляемыми,1,0.0
7907,книги,21,0.0
7908,планы,31,0.01
7909,высокие,4,0.0
7910,шкафы,2,0.0
7911,библиотеки,1,0.0
7912,ключами,1,0.0
7913,дверцах,1,0.0
7914,писания,3,0.0
7915,стоячем,1,0.0
7916,тетрадь,13,0.0
7917,токарный,1,0.0
7918,станок,3,0.0
7919,разложенными,1,0.0
7920,инструментами,1,0.0
7921,рассыпанными,2,0.0
7922,стружками,1,0.0
7923,выказывало,2,0.0
7924,постоянную,1,0.0
7925,разнообразную,1,0.0
7926,порядочную,1,0.0
7927,движениям,3,0.0
7928,небольшой,16,0.0
7929,обутой,1,0.0
7930,татарский,1,0.0
7931,шитый,1,0.0
7932,серебром,3,0.0
7933,сапожок,1,0.0
7934,твердому,1,0.0
7935,налеганию,1,0.0
7936,жилистой,1,0.0
7937,сухощавой,1,0.0
7938,видна,10,0.0
7939,князе,28,0.01
7940,упорная,2,0.0
7941,выдерживающая,1,0.0
7942,сила,73,0.01
7943,свежей,6,0.0
7944,кругов,2,0.0
7945,педали,1,0.0
7946,обтер,3,0.0
7947,стамеску,2,0.0
7948,кожаный,5,0.0
7949,карман,12,0.0
7950,приделанный,1,0.0
7951,станку,1,0.0
7952,подозвал,11,0.0
7953,благословлял,1,0.0
7954,щетинистую,1,0.0
7955,небритую,1,0.0
7956,щеку,11,0.0
7957,здорова,9,0.0
7958,писанную,3,0.0
7959,подвинул,5,0.0
7960,ногой,29,0.01
7961,страницу,3,0.0
7962,параграфа,1,0.0
7963,отмечая,3,0.0
7964,жестким,4,0.0
7965,ногтем,1,0.0
7966,пригнулась,2,0.0
7967,тетрадью,3,0.0
7968,приделанного,1,0.0
7969,кармана,9,0.0
7970,конверт,13,0.0
7971,надписанный,1,0.0
7972,кидая,2,0.0
7973,покрылось,3,0.0
7974,пятнами,6,0.0
7975,письма,81,0.02
7976,элоизы,1,0.0
7977,крепкие,7,0.0
7978,желтоватые,1,0.0
7979,пропущу,2,0.0
7980,третье,18,0.0
7981,прочту,4,0.0
7982,вздору,2,0.0
7983,пишете,3,0.0
7984,прочтите,2,0.0
7985,коротко,18,0.0
7986,пододвинул,1,0.0
7987,чертежами,1,0.0
7988,сударыня,9,0.0
7989,пригнувшись,2,0.0
7990,спинку,6,0.0
7991,окруженною,2,0.0
7992,табачным,1,0.0
7993,старчески,4,0.0
7994,едким,1,0.0
7995,запахом,8,0.0
7996,треугольники,1,0.0
7997,подобны,8,0.0
7998,изволишь,1,0.0
7999,взглядывала,7,0.0
8000,красные,9,0.0
8001,пятна,7,0.0
8002,переливались,2,0.0
8003,боится,22,0.0
8004,помешает,4,0.0
8005,дальнейшие,2,0.0
8006,толкования,1,0.0
8007,ясны,6,0.0
8008,виноват,60,0.01
8009,учитель,9,0.0
8010,ученица,1,0.0
8011,повторялось,3,0.0
8012,мутилось,1,0.0
8013,строгого,3,0.0
8014,запах,28,0.01
8015,просторе,4,0.0
8016,задачу,2,0.0
8017,грохотом,4,0.0
8018,отодвигал,1,0.0
8019,придвигал,1,0.0
8020,разгорячиться,1,0.0
8021,горячился,2,0.0
8022,бранился,1,0.0
8023,швырял,1,0.0
8024,ошиблась,5,0.0
8025,ответом,5,0.0
8026,дура,9,0.0
8027,прошелся,12,0.0
8028,дотронулся,4,0.0
8029,придвинулся,7,0.0
8030,толкование,2,0.0
8031,заданными,1,0.0
8032,уроками,4,0.0
8033,готовилась,5,0.0
8034,уходить,6,0.0
8035,математика,4,0.0
8036,глупых,2,0.0
8037,барынь,7,0.0
8038,стерпится,1,0.0
8039,слюбится,1,0.0
8040,потрепал,8,0.0
8041,щеке,9,0.0
8042,дурь,4,0.0
8043,выскочит,2,0.0
8044,новую,20,0.0
8045,неразрезанную,1,0.0
8046,элоиза,3,0.0
8047,посылает,4,0.0
8048,религиозная,2,0.0
8049,чью,2,0.0
8050,вмешиваюсь,2,0.0
8051,просмотрел,1,0.0
8052,ступай,20,0.0
8053,запер,3,0.0
8054,покидало,2,0.0
8055,делало,5,0.0
8056,некрасивое,4,0.0
8057,болезненное,3,0.0
8058,некрасивым,5,0.0
8059,письменный,4,0.0
8060,уставленный,2,0.0
8061,миниатюрными,1,0.0
8062,портретами,3,0.0
8063,заваленный,1,0.0
8064,тетрадями,1,0.0
8065,книгами,6,0.0
8066,беспорядочна,2,0.0
8067,порядочен,1,0.0
8068,положила,5,0.0
8069,распечатала,3,0.0
8070,ближайшего,3,0.0
8071,именинах,1,0.0
8072,писала,26,0.0
8073,бесценный,3,0.0
8074,разлука,4,0.0
8075,твержу,1,0.0
8076,половина,19,0.0
8077,расстояние,3,0.0
8078,разлучает,1,0.0
8079,соединены,2,0.0
8080,неразрывными,2,0.0
8081,узами,2,0.0
8082,возмущается,1,0.0
8083,судьбы,11,0.0
8084,рассеяния,2,0.0
8085,окружают,2,0.0
