,word,frequency
33593,искусства,8
33594,"расшаркивающийся,",1
33595,добродушный,2
33596,"иогель,",2
33597,билетики,1
33598,гостей;,2
33599,езжали,1
33600,танцовать,9
33601,13-ти,1
33602,14-ти-летние,1
33603,надевающие,1
33604,"исключениями,",1
33605,хорошенькими:,1
33606,разгорались,4
33607,глазки.,1
33608,танцовывали,1
33609,châle3,1
33610,"ученицы,",2
33611,отличавшаяся,1
33612,грациозностью;,1
33613,"подросточков,2",1
33614,"подростки,3",1
33615,"шалью]48экосезы,",1
33616,англезы,1
33617,входящую,1
33618,моду,2
33619,мазурку.,2
33620,зала,1
33621,иогелем,1
33622,"удался,",1
33623,лучших.,1
33624,счастливы,1
33625,гордая,2
33626,отказом,3
33627,объяснением,1
33628,"николаем,",9
33629,дочесать,1
33630,"косы,",1
33631,порывистою,1
33632,"радостью.наташа,",1
33633,длинном,3
33634,счастливее.,1
33635,"белых,",4
33636,кисейных,1
33637,лентами.наташа,1
33638,бал.,3
33639,"особенности,",4
33640,"смотрела,",1
33641,влюблена.—,1
33642,соне.николай,1
33643,"залам,",4
33644,покровительственно,1
33645,танцующих.—,1
33646,кто?—,4
33647,"танцует,",1
33648,грация!,1
33649,говоришь?—,2
33650,сестру,7
33651,"твою,",1
33652,денисов.ростов,1
33653,comte;,1
33654,meilleurs,1
33655,"écoliers,",1
33656,"dansiez,",1
33657,николаю.,3
33658,jolies,2
33659,demoiselles.1,1
33660,просьбой,5
33661,ученику.—,1
33662,"tapisserie,2",1
33663,уроками?...—,1
33664,утешая,3
33665,иогель.,1
33666,"способности,",2
33667,способности.1,1
33668,учеников.,1
33669,девушек!2,1
33670,посижу,2
33671,вида.49заиграли,1
33672,вводившуюся,1
33673,иогелю,1
33674,соню.,4
33675,старушкам,1
33676,притопывая,1
33677,смешил,1
33678,танцующую,1
33679,молодежь.,1
33680,иогель,3
33681,паре,2
33682,гордостью,7
33683,лучшею,3
33684,ученицей.,1
33685,"мягко,",1
33686,полетел,2
33687,"робевшею,",1
33688,выделывающею,1
33689,па̀,1
33690,наташей.,9
33691,пристукивал,1
33692,проходившего,3
33693,польская,1
33694,мазурка?,1
33695,отлично,3
33696,"танцует.зная,",1
33697,славился,1
33698,мастерством,4
33699,плясать,3
33700,польскую,1
33701,"мазурку,",1
33702,наташе:—,1
33703,выбери,1
33704,танцует!,2
33705,чудо!,2
33706,он.когда,1
33707,бантиками,1
33708,"башмачками,",1
33709,"углу,",3
33710,ждут.,2
33711,"спорили,",2
33712,"отказывался,",2
33713,подбежал.,1
33714,"дмитрич,",4
33715,пожалуста.—,1
33716,"увольте,",1
33717,кота,1
33718,"уговаривают,",1
33719,шутя,4
33720,"петь,",9
33721,волшебница,1
33722,сделает!,1
33723,отстегнул,1
33724,саблю.,1
33725,отставил,2
33726,такта.,1
33727,коне,1
33728,мазурке,1
33729,роста,2
33730,"молодцом,",1
33731,чувствовал.,3
33732,выждав,1
33733,"боку,",1
33734,победоносно,2
33735,пристукнул,2
33736,"мячик,",2
33737,упруго,1
33738,пола,1
33739,"кругу,",3
33740,увлекая,2
33741,даму.,1
33742,"ноге,",3
33743,стульев,3
33744,прищелкнув,1
33745,50шпорами,1
33746,останавливался,6
33747,стучал,2
33748,подщелкивая,1
33749,"правую,",1
33750,угадывала,2
33751,отдаваясь,3
33752,кружил,1
33753,"правой,",1
33754,"колена,",3
33755,обводил,1
33756,вскакивал,1
33757,перебежать,1
33758,комнаты;,1
33759,неожиданное,9
33760,колено.,1
33761,закружив,1
33762,"местом,",1
33763,"шпорой,",1
33764,недоумением,10
33765,уставила,1
33766,она.несмотря,1
33767,признавал,5
33768,"настоящею,",1
33769,восхищены,1
33770,выбирать,4
33771,"старики,",3
33772,польшу,3
33773,старое,11
33774,мазурки,1
33775,отираясь,1
33776,"платком,",6
33777,нее.xiii.два,1
33778,записку.«так,1
33779,причинам,4
33780,приятелям,1
33781,прощальную,1
33782,пирушку,1
33783,приезжай,2
33784,английскую,2
33785,гостиницу».,1
33786,"театра,",6
33787,гостиницу.,1
33788,помещение,2
33789,"гостиницы,",1
33790,долоховым.человек,1
33791,толпилось,2
33792,"ассигнации,",3
33793,метал,1
33794,банк.,1
33795,отказа,5
33796,видался,2
33797,свидятся.светлый,1
33798,его.51—,1
33799,"видались,",3
33800,"домечу,",1
33801,илюшка,1
33802,хором.—,1
33803,"заезжал,",1
33804,краснея.долохов,1
33805,"поставить,",2
33806,долоховым.,3
33807,«играть,1
33808,"дураки»,",1
33809,играть?,2
33810,угадав,3
33811,"времена,",1
33812,соскучившись,1
33813,ежедневною,1
33814,необходимость,38
33815,"странным,",4
33816,нее.ростову,1
33817,уме,5
33818,"шутки,",4
33819,"расстановкой,",1
33820,"слышать,",3
33821,игру...,1
33822,играть;,1
33823,попробовать.«попробовать,1
33824,наверное?»,1
33825,"играй,",1
33826,треснув,1
33827,разорванною,1
33828,"колодой,",2
33829,"банк,",1
33830,господа!придвинув,1
33831,метать.,3
33832,играл.,2
33833,играешь?,1
33834,куш,1
33835,игру.—,1
33836,поверю!ростов,1
33837,"проиграл,",2
33838,проиграл.,1
33839,карт,4
33840,сряду,3
33841,прометав,1
33842,спутаться,1
33843,счетах.52один,1
33844,игроков,2
33845,"надеется,",4
33846,поверить.—,1
33847,поверить,8
33848,спутаться;,1
33849,"стесняйся,",1
33850,"сочтемся,",1
33851,ростову.игра,1
33852,продолжалась:,1
33853,разносил,1
33854,шампанское.все,1
33855,"бились,",2
33856,800,4
33857,надписал,1
33858,картой,2
33859,подавали,3
33860,"шампанское,",2
33861,раздумал,3
33862,обыкновенный,1
33863,"куш,",1
33864,рублей.—,1
33865,"оставь,",5
33866,отыграешься.,1
33867,"даю,",1
33868,бью.,1
33869,иль,2
33870,боишься?,3
33871,"повиновался,",1
33872,семерку,3
33873,червей,3
33874,оторванным,1
33875,"уголком,",1
33876,земли.,3
33877,помнил.,2
33878,"червей,",1
33879,надписав,1
33880,отломанным,1
33881,мелком,1
33882,"800,",1
33883,"круглыми,",2
33884,прямыми,1
33885,цифрами;,1
33886,поданный,4
33887,согревшегося,1
33888,"шампанского,",1
33889,"семерки,",1
33890,державшего,2
33891,колоду.,1
33892,выигрыш,1
33893,семерки,1
33894,означал,2
33895,воскресенье,8
33896,прошлой,3
33897,неделе,1
33898,денежных,3
33899,"затруднениях,",2
33900,"мая,",1
33901,поэкономнее.,1
33902,дает,14
33903,весны.,2
33904,1200,3
33905,семерка,1
33906,означала,2
33907,1600,2
33908,изменения,1
33909,данному,1
33910,слову.,1
33911,думал:,1
33912,"фуражку,",1
33913,уезжаю,1
33914,ужинать,3
33915,карты».,1
33916,домашняя,1
33917,дуэты,1
33918,пикет,1
33919,спокойная,1
33920,поварском,1
33921,"силою,",1
33922,ясностью,7
33923,"прошедшее,",4
33924,неоцененное,1
33925,счастье.,4
33926,"допустить,",10
33927,53глупая,1
33928,"случайность,",2
33929,заставив,3
33930,"лево,",1
33931,"понятого,",1
33932,освещенного,2
33933,повергнуть,3
33934,пучину,2
33935,неиспытанного,1
33936,неопределенного,2
33937,несчастия.,1
33938,"ширококостые,",3
33939,красноватые,3
33940,видневшимися,4
33941,положили,12
33942,колоду,2
33943,"карт,",3
33944,взялись,5
33945,подаваемый,2
33946,"историю,",7
33947,опрокинулся,1
33948,рассказывать:—,1
33949,распущен,1
33950,"шулер,",1
33951,советую,3
33952,осторожнее.—,1
33953,мечи,1
33954,же!,7
33955,тетушки!,1
33956,ааах!,1
33957,волосам.,1
33958,"семерка,",1
33959,"вверху,",2
33960,колоде.,1
33961,проиграл,5
33962,заплатить.—,1
33963,"зарывайся,",1
33964,метать.xiv.через,1
33965,собственную,3
33966,игру.вся,1
33967,игра,13
33968,сосредоточилась,1
33969,ростове.,1
33970,шестисот,1
33971,записана,1
33972,длинная,1
33973,"цифр,",1
33974,десятой,1
33975,"тысячи,",4
33976,смутно,17
33977,возвысилась,1
